cliente;prodotto;anno_mese;grossvalue
C001552;M000306;202310;7382,94
C000956;M000222;202402;2869,03
C001992;M000279;202310;3577,17
C001210;M000279;202311;2968,1
C001030;M000175;202405;6198,58
C000991;M000097;202301;832,37
C000562;M000157;202401;2048,15
C001936;M000327;202402;2382,6
C000329;M000348;202408;8628,61
C000923;M000217;202309;5553,5
C001731;M000144;202312;8693,03
C001308;M000464;202308;9247,33
C001199;M000489;202403;6042,93
C000210;M000030;202409;2986,6
C000858;M000136;202303;3826,04
C000737;M000336;202408;3355,72
C001031;M000153;202405;4241,7
C000134;M000429;202304;8910,83
C000431;M000061;202312;793,54
C000084;M000130;202312;4317,49
C000039;M000072;202402;4394,24
C000003;M000333;202406;809,98
C001206;M000008;202309;8329,55
C001633;M000312;202305;4776,57
C001930;M000459;202311;6374,5
C001717;M000394;202308;5688,68
C001598;M000013;202307;7779,94
C001812;M000355;202411;7846,25
C000256;M000237;202409;2169,33
C000144;M000461;202310;831,18
C000941;M000010;202308;2366,77
C000481;M000435;202303;2848,47
C001545;M000032;202407;8990,52
C001484;M000140;202410;5622,78
C000004;M000152;202312;1703,63
C001579;M000049;202401;5856,98
C001343;M000247;202410;1227,27
C001827;M000487;202310;3111,46
C001815;M000414;202306;1774,13
C001298;M000442;202312;850,35
C001701;M000237;202311;2983,93
C000815;M000399;202411;8526,34
C000351;M000240;202402;4177,82
C000661;M000488;202410;909,69
C000713;M000279;202404;5349,63
C001826;M000382;202404;3099,38
C001299;M000481;202303;3072,25
C000662;M000212;202306;9360,25
C001500;M000321;202411;2343,39
C000037;M000286;202301;1559,69
C000414;M000380;202311;6536,94
C000712;M000108;202411;3948,48
C000688;M000141;202407;6271,67
C001985;M000217;202401;9903,79
C001004;M000348;202312;1158,5
C000702;M000134;202407;9617,72
C000162;M000027;202305;8076,47
C001579;M000327;202406;7497,76
C001389;M000280;202302;4742,34
C001674;M000131;202403;8101,94
C001489;M000147;202406;2123,26
C001783;M000245;202401;2502,1
C000484;M000263;202403;3731,21
C000010;M000089;202312;2621,04
C001891;M000374;202408;146,84
C001703;M000180;202403;236,42
C001554;M000048;202306;1556,29
C000843;M000416;202411;6552,18
C001379;M000284;202411;9427,98
C001218;M000396;202411;4820,0
C001122;M000491;202411;4350,65
C000880;M000386;202408;6841,37
C001144;M000082;202404;5877,87
C001044;M000480;202410;778,49
C001952;M000230;202308;1628,47
C000590;M000359;202306;1597,88
C000666;M000115;202302;5835,47
C000956;M000025;202303;4615,72
C000227;M000135;202407;5810,85
C001663;M000001;202412;9409,29
C001522;M000251;202301;3071,35
C000540;M000276;202401;8999,11
C000482;M000439;202307;3287,8
C000966;M000082;202309;5396,72
C000151;M000400;202305;852,14
C000857;M000427;202403;2984,65
C001889;M000025;202408;6842,95
C001204;M000317;202401;5046,33
C000580;M000435;202410;9999,71
C000442;M000223;202407;6790,68
C001871;M000288;202412;6758,88
C000773;M000404;202411;3913,63
C000741;M000481;202406;4495,91
C000963;M000474;202312;7403,27
C000110;M000457;202410;1598,45
C000231;M000186;202308;8672,79
C000696;M000431;202304;111,39
C001776;M000038;202302;4432,62
C001601;M000372;202308;1502,68
C000971;M000266;202404;9412,79
C000552;M000424;202304;9072,42
C001336;M000338;202308;5393,43
C001666;M000137;202311;5793,82
C001455;M000278;202304;2711,79
C001761;M000109;202411;6455,33
C001653;M000406;202412;5567,03
C000324;M000093;202405;3636,81
C000659;M000255;202305;1083,34
C001689;M000219;202412;8611,5
C000281;M000352;202301;5868,33
C001224;M000316;202307;5328,78
C000300;M000201;202411;3466,47
C000376;M000445;202303;2219,11
C000017;M000500;202409;7374,49
C001821;M000182;202305;1310,54
C000061;M000467;202408;4473,51
C000029;M000449;202307;8515,05
C000695;M000056;202404;7780,09
C001058;M000013;202406;6173,71
C000572;M000437;202403;7418,08
C000350;M000117;202309;826,39
C001114;M000072;202309;1252,93
C000830;M000337;202408;5107,57
C001950;M000143;202405;7961,4
C000746;M000001;202303;5231,87
C001611;M000089;202304;6001,86
C001050;M000035;202403;9406,66
C000220;M000448;202410;8206,32
C000638;M000027;202307;9414,47
C000365;M000225;202304;1041,12
C001576;M000180;202305;7665,44
C000315;M000350;202305;8007,38
C001183;M000442;202307;9795,58
C000093;M000303;202402;5698,43
C000501;M000223;202411;3479,85
C001648;M000063;202404;5707,85
C000254;M000349;202412;4413,19
C001066;M000328;202409;2095,42
C000634;M000419;202401;4391,75
C001601;M000416;202307;8142,11
C000008;M000429;202305;2636,77
C000946;M000013;202308;8612,9
C000520;M000353;202310;9809,78
C001919;M000028;202310;5852,01
C000294;M000242;202405;8679,58
C000178;M000009;202402;2826,72
C000809;M000270;202405;7267,39
C001327;M000016;202404;880,48
C001291;M000177;202310;2637,0
C001460;M000045;202410;4434,26
C001462;M000124;202409;4302,11
C000764;M000284;202410;4969,99
C001551;M000196;202312;8261,63
C001200;M000075;202403;809,68
C000573;M000248;202312;2806,57
C000217;M000218;202405;1532,0
C001833;M000094;202308;1673,86
C001561;M000320;202304;4703,1
C000870;M000030;202401;2808,53
C001901;M000323;202402;6332,38
C001403;M000060;202403;1838,56
C001935;M000212;202412;9154,42
C000857;M000249;202305;9913,5
C001524;M000493;202409;4314,89
C000795;M000234;202402;6994,36
C000259;M000183;202311;151,8
C000852;M000012;202308;5229,91
C000959;M000182;202308;4854,59
C000783;M000292;202307;8257,5
C000921;M000165;202412;3764,42
C000001;M000082;202307;8013,07
C001764;M000398;202304;4451,71
C001149;M000073;202307;7212,08
C000156;M000060;202409;6213,18
C000746;M000444;202412;371,24
C000616;M000103;202407;594,36
C000225;M000217;202404;428,42
C000253;M000172;202409;6173,97
C001909;M000349;202308;5035,07
C001971;M000474;202310;976,13
C001540;M000362;202304;733,67
C001775;M000414;202406;3740,51
C000864;M000074;202310;5651,19
C001516;M000394;202307;1237,09
C000767;M000452;202309;2712,28
C000175;M000023;202305;2617,04
C000158;M000427;202408;138,51
C001334;M000126;202405;8333,49
C000791;M000321;202306;3141,67
C001572;M000067;202412;8207,45
C001422;M000104;202301;8218,02
C001378;M000091;202305;1875,03
C000138;M000325;202401;1286,96
C001865;M000483;202405;9686,06
C000714;M000058;202305;7391,96
C000173;M000115;202412;1698,85
C000333;M000084;202411;3587,83
C000090;M000229;202405;1967,86
C001709;M000135;202402;3807,59
C000370;M000447;202406;3781,84
C000179;M000437;202404;3083,73
C000273;M000376;202309;3419,5
C001583;M000459;202309;9983,93
C001489;M000099;202303;9501,54
C000879;M000180;202309;519,69
C001527;M000166;202301;6647,77
C000940;M000446;202406;4851,28
C000809;M000184;202312;6500,26
C000757;M000222;202312;7230,52
C001283;M000410;202307;7549,69
C001755;M000371;202407;5920,04
C001224;M000285;202408;9695,23
C000703;M000295;202310;6402,87
C001695;M000142;202403;292,1
C001974;M000426;202407;9721,86
C000841;M000277;202404;2605,42
C001525;M000070;202305;6394,45
C001211;M000362;202401;6472,97
C000179;M000306;202402;3496,54
C001823;M000248;202402;8280,5
C001632;M000343;202406;4732,03
C001628;M000471;202411;5838,31
C001479;M000060;202305;1742,94
C001822;M000331;202401;4651,47
C000710;M000351;202302;1971,9
C000473;M000115;202301;790,23
C000280;M000155;202302;345,24
C000835;M000398;202401;8406,72
C001254;M000119;202405;3757,23
C000230;M000166;202405;6441,06
C000849;M000030;202409;5549,91
C001574;M000197;202302;786,43
C000162;M000368;202308;7667,54
C000491;M000117;202403;5303,11
C000235;M000033;202306;7101,67
C001778;M000103;202312;8758,08
C001832;M000323;202408;6309,03
C001902;M000153;202308;3040,28
C000721;M000478;202312;4293,89
C000954;M000311;202307;6565,37
C000998;M000441;202310;3404,36
C000186;M000073;202407;4766,97
C001743;M000165;202408;6648,69
C001482;M000486;202407;8703,12
C001171;M000325;202402;4611,86
C001999;M000143;202309;5991,52
C000235;M000247;202407;7543,42
C001870;M000454;202405;5072,95
C001835;M000243;202411;7401,31
C000550;M000411;202402;9804,85
C000153;M000451;202311;7367,91
C000806;M000469;202407;4577,2
C001633;M000291;202302;2124,48
C000984;M000329;202311;8463,98
C000443;M000384;202302;7336,22
C000203;M000110;202411;4677,43
C001938;M000441;202410;2489,17
C001234;M000339;202312;455,16
C000735;M000095;202306;2101,77
C000747;M000274;202305;5871,14
C001737;M000146;202304;7558,35
C000425;M000027;202411;4295,77
C001002;M000488;202410;9363,12
C000724;M000172;202409;4658,5
C000813;M000401;202404;4083,32
C000259;M000188;202306;5222,58
C001904;M000040;202301;3194,85
C001172;M000352;202408;5176,75
C001534;M000193;202312;2291,18
C000854;M000036;202308;7456,28
C000385;M000137;202412;542,31
C001766;M000132;202312;6800,77
C000473;M000029;202412;8685,45
C000184;M000002;202311;3989,06
C001509;M000334;202307;7453,92
C001617;M000440;202307;3701,04
C000930;M000129;202407;6036,34
C000812;M000134;202409;6193,31
C000593;M000294;202409;1202,86
C001962;M000339;202312;9657,7
C001609;M000160;202402;8644,87
C000662;M000203;202309;7966,25
C000349;M000433;202409;5059,79
C000900;M000341;202304;9682,53
C001115;M000001;202406;6340,69
C000153;M000270;202407;9737,38
C001534;M000421;202309;1761,42
C001173;M000276;202302;3788,81
C000304;M000185;202305;2633,54
C000720;M000007;202304;7369,2
C001027;M000178;202404;8940,16
C001226;M000210;202409;9216,67
C001176;M000198;202406;7129,51
C001765;M000034;202311;3124,15
C000007;M000392;202410;9941,97
C000683;M000181;202306;9527,85
C000819;M000311;202411;6687,87
C000891;M000490;202303;5890,79
C001283;M000026;202411;4242,65
C000781;M000305;202407;6631,2
C001150;M000436;202308;3259,7
C000700;M000400;202402;4045,92
C000215;M000081;202401;6418,16
C001805;M000444;202406;1998,73
C001632;M000324;202312;5801,68
C001387;M000123;202412;4700,03
C001101;M000395;202402;3845,16
C000268;M000106;202309;1059,34
C000723;M000080;202404;5984,35
C001549;M000247;202301;4742,37
C000797;M000034;202412;9512,19
C000101;M000319;202408;1730,73
C000784;M000408;202307;3324,93
C000938;M000203;202411;8226,39
C001209;M000433;202404;2677,48
C000779;M000373;202305;3459,68
C001153;M000332;202404;4506,3
C000670;M000389;202303;8688,35
C001602;M000125;202312;5334,82
C000480;M000347;202404;254,95
C001262;M000230;202404;6511,38
C000066;M000163;202407;4543,74
C001962;M000007;202303;7975,18
C000066;M000498;202409;7684,96
C000988;M000036;202408;7699,27
C001213;M000135;202406;1931,61
C001633;M000162;202408;2463,26
C001290;M000290;202309;7671,98
C001436;M000060;202311;3870,88
C001185;M000032;202409;3951,44
C000640;M000031;202409;4420,32
C001424;M000454;202304;834,29
C001529;M000280;202402;7629,82
C000256;M000356;202405;2342,8
C000137;M000400;202301;7694,41
C001261;M000411;202404;7886,24
C000819;M000452;202409;9620,69
C000216;M000496;202309;9897,05
C000166;M000411;202312;1926,13
C000577;M000304;202402;5611,66
C000972;M000299;202310;3679,69
C001103;M000498;202302;5605,19
C000908;M000114;202307;4248,5
C001646;M000110;202302;7625,59
C000664;M000114;202405;9863,9
C000453;M000286;202305;4610,77
C000142;M000467;202309;6929,82
C001641;M000067;202310;2731,71
C000500;M000439;202305;7734,27
C001845;M000067;202411;5100,05
C001833;M000041;202406;2833,88
C000460;M000266;202303;3862,56
C000462;M000348;202411;4490,37
C000919;M000162;202303;5347,28
C000994;M000225;202404;4459,43
C000336;M000485;202408;7398,96
C001592;M000192;202311;2510,62
C000849;M000025;202406;7431,98
C000525;M000163;202403;8193,16
C000375;M000235;202411;2505,21
C001394;M000460;202402;9514,5
C001534;M000492;202410;5976,74
C000311;M000197;202404;6284,08
C000661;M000456;202409;4404,1
C000112;M000362;202412;4217,37
C001804;M000168;202302;3565,51
C000004;M000066;202404;1828,62
C001749;M000022;202304;5784,23
C001298;M000100;202412;9737,65
C001878;M000433;202406;6889,52
C000612;M000200;202312;8881,49
C000484;M000122;202404;3751,74
C000289;M000084;202307;4136,06
C000876;M000386;202302;6267,58
C001011;M000135;202411;7619,89
C000330;M000119;202406;2615,92
C001074;M000343;202310;5432,3
C000824;M000154;202403;9232,21
C000347;M000392;202404;8398,11
C000784;M000150;202304;1437,0
C000623;M000161;202411;9138,73
C001228;M000268;202406;4811,68
C000100;M000121;202409;6677,5
C000657;M000403;202306;1374,71
C000207;M000082;202407;4404,95
C001870;M000442;202402;4596,3
C000681;M000248;202305;4993,49
C000818;M000251;202403;4696,27
C000547;M000109;202311;8994,19
C001639;M000355;202408;3265,91
C001321;M000189;202306;8426,93
C000194;M000055;202412;7385,65
C000039;M000495;202303;645,68
C001558;M000093;202308;6436,69
C001230;M000381;202308;9605,87
C000886;M000119;202404;9477,15
C000668;M000175;202404;7076,44
C000192;M000016;202311;1983,45
C000962;M000151;202309;1982,45
C001603;M000286;202403;4473,87
C000955;M000411;202304;273,18
C001706;M000333;202312;835,33
C000392;M000420;202301;4230,94
C001601;M000470;202410;4810,06
C000884;M000418;202411;8889,85
C000492;M000240;202405;8908,35
C001988;M000050;202312;480,68
C001803;M000115;202410;6111,0
C000402;M000288;202304;5164,12
C000635;M000173;202310;7356,14
C000947;M000040;202312;172,48
C000757;M000193;202408;5428,89
C000205;M000455;202411;5581,02
C000404;M000338;202411;8823,95
C001672;M000014;202311;7890,9
C001539;M000180;202407;8181,61
C000924;M000479;202303;9225,57
C000232;M000341;202404;3259,04
C000151;M000447;202310;9715,16
C001248;M000002;202307;7234,23
C000496;M000056;202402;8196,95
C001892;M000278;202409;6838,69
C001454;M000119;202402;4997,65
C001237;M000204;202310;254,46
C001115;M000149;202412;477,86
C000176;M000168;202310;7469,68
C001020;M000380;202303;7824,11
C000546;M000205;202302;8625,6
C001745;M000296;202304;4966,11
C001144;M000300;202406;1335,27
C001228;M000031;202311;4851,94
C001373;M000065;202402;1105,78
C001981;M000263;202307;7398,5
C000890;M000413;202308;9095,13
C001528;M000309;202303;4076,57
C000523;M000067;202404;8803,25
C000493;M000358;202311;6836,24
C000095;M000019;202303;6033,03
C001015;M000349;202301;3233,98
C000450;M000315;202311;2918,07
C000711;M000160;202407;9031,34
C000638;M000041;202308;4580,15
C001297;M000084;202311;4347,77
C001559;M000018;202306;6150,18
C001643;M000112;202402;2821,21
C001143;M000295;202405;5475,42
C000012;M000326;202412;8403,57
C001317;M000123;202402;9875,88
C001900;M000447;202410;4839,24
C001354;M000341;202303;7723,81
C001055;M000379;202402;8443,71
C000888;M000119;202401;6779,63
C000760;M000093;202408;9752,76
C000194;M000362;202308;5818,93
C000149;M000037;202405;9014,37
C001596;M000365;202410;1312,78
C001806;M000172;202309;3915,27
C001814;M000286;202404;4256,73
C000871;M000368;202311;8902,89
C000457;M000034;202308;5663,87
C001635;M000414;202409;6419,67
C001901;M000289;202410;4062,1
C000529;M000166;202402;4078,9
C001159;M000415;202406;6692,81
C001314;M000379;202305;2486,7
C001602;M000209;202311;7636,34
C001523;M000107;202412;8610,88
C001766;M000029;202402;3434,33
C001964;M000491;202305;9700,13
C000611;M000058;202402;831,97
C001949;M000314;202405;5815,44
C001473;M000002;202411;3995,47
C000335;M000195;202412;8097,56
C001215;M000186;202301;1030,7
C000681;M000279;202309;5446,18
C001327;M000417;202312;2916,58
C000776;M000463;202310;6962,74
C000516;M000336;202412;243,9
C001917;M000396;202406;4100,16
C000410;M000344;202308;1240,16
C001505;M000313;202410;4936,33
C000825;M000043;202312;1032,87
C000747;M000006;202307;2991,8
C000913;M000459;202302;1312,07
C000018;M000023;202303;492,73
C001232;M000034;202404;5073,78
C001977;M000429;202411;599,85
C000889;M000367;202407;9549,03
C000303;M000292;202412;1511,55
C000136;M000405;202412;8421,19
C001426;M000017;202409;4878,53
C000134;M000317;202410;4068,83
C000429;M000345;202403;1988,49
C001485;M000307;202404;9744,25
C001087;M000111;202305;1603,72
C000964;M000016;202403;8720,43
C000339;M000389;202311;9177,54
C000830;M000050;202406;362,44
C000638;M000218;202311;2295,45
C001532;M000188;202411;231,3
C000771;M000228;202304;8314,38
C000299;M000214;202411;8172,62
C001472;M000232;202401;4400,18
C001342;M000392;202409;7858,94
C001077;M000379;202307;9302,36
C001139;M000003;202311;8153,89
C000219;M000027;202311;2884,3
C000777;M000492;202301;4317,53
C001118;M000120;202406;3093,85
C000015;M000051;202404;1324,24
C000117;M000318;202304;254,82
C001428;M000183;202408;6909,12
C001841;M000226;202303;4869,04
C001446;M000463;202403;8682,47
C000618;M000283;202302;4497,8
C000803;M000445;202312;9856,55
C000435;M000473;202405;5365,15
C000081;M000235;202405;1918,06
C001984;M000169;202308;6151,78
C000882;M000369;202401;4653,16
C001044;M000313;202410;4162,64
C001793;M000234;202308;2591,73
C000532;M000022;202409;7595,33
C000093;M000152;202408;7130,58
C000290;M000377;202311;1278,09
C000650;M000167;202301;425,26
C000482;M000127;202408;8925,18
C001376;M000500;202409;6307,75
C000586;M000014;202410;6328,09
C001318;M000056;202411;309,83
C001585;M000106;202310;140,21
C001294;M000016;202402;5467,15
C000092;M000001;202406;332,49
C000340;M000436;202311;7828,62
C001339;M000041;202408;6397,87
C001371;M000466;202410;3437,74
C001904;M000120;202410;4723,05
C001774;M000320;202303;4479,71
C000077;M000411;202406;6394,37
C000888;M000036;202305;1648,36
C000508;M000148;202405;7840,79
C000920;M000072;202407;7229,78
C000804;M000329;202412;3349,51
C000962;M000316;202309;4761,87
C000421;M000163;202404;4769,73
C000275;M000233;202406;5804,62
C001344;M000491;202404;8241,69
C000586;M000425;202412;6595,64
C001656;M000330;202405;9597,36
C001010;M000059;202312;981,41
C001963;M000110;202307;3427,14
C000163;M000083;202302;9499,43
C000050;M000488;202404;5089,65
C001894;M000141;202304;602,22
C000619;M000293;202408;1183,34
C001834;M000077;202303;2117,12
C000769;M000315;202311;8795,91
C000821;M000306;202406;7526,96
C000510;M000388;202310;3403,41
C001788;M000003;202412;3910,78
C000854;M000399;202304;4434,41
C000538;M000048;202401;6145,32
C000398;M000404;202305;7451,46
C001810;M000348;202309;2499,93
C001175;M000309;202305;2275,73
C001252;M000092;202301;620,04
C000436;M000085;202304;9069,68
C001054;M000052;202404;7309,87
C001344;M000244;202303;5325,4
C000727;M000204;202304;3951,77
C001916;M000300;202412;9603,51
C000760;M000392;202409;4626,64
C001903;M000456;202402;9292,95
C000430;M000124;202404;5715,37
C001948;M000179;202405;194,59
C001415;M000387;202307;2771,93
C001673;M000417;202312;5384,85
C000350;M000441;202305;3521,3
C000458;M000109;202311;2237,38
C001281;M000132;202401;5182,28
C001816;M000277;202304;6548,52
C000227;M000383;202406;9136,41
C001248;M000266;202405;9977,79
