cliente;prodotto;giorno;quantity;amount
C000415;M000672;05/05/2023;49;1882.47
C000661;M000867;22/12/2024;22;4969.85
C000845;M000197;01/12/2023;69;6140.79
C000059;M000085;01/05/2024;91;14228.63
C000025;M000626;05/11/2024;36;2822.47
C000023;M000941;20/01/2023;15;2897.33
C000180;M000415;30/11/2024;90;5166.73
C000818;M000165;25/04/2023;28;1583.55
C000019;M000303;07/11/2023;8;2443.76
C000492;M000461;20/03/2024;29;237.8
C000937;M000826;03/10/2023;28;263.24
C000859;M000639;07/06/2023;98;12879.83
C000073;M000021;10/04/2023;47;17021.27
C000560;M000383;27/03/2024;74;15619.02
C000147;M000976;02/10/2023;76;8998.08
C000120;M000793;14/12/2024;34;14528.55
C000229;M000558;15/10/2024;59;9766.3
C000844;M000279;24/09/2023;52;23630.33
C000472;M000106;24/10/2023;31;1755.71
C000023;M000611;07/11/2024;99;21108.13
C000247;M000620;14/11/2023;27;6375.53
C000275;M000373;24/01/2023;44;9095.09
C000564;M000169;13/02/2023;67;29299.3
C000354;M000955;27/03/2023;76;1618.05
C000175;M000876;08/01/2024;34;6738.71
C000350;M000981;13/12/2023;28;5744.15
C000906;M000144;19/03/2024;46;1833.49
C000089;M000737;18/03/2024;54;15609.26
C000654;M000106;04/08/2023;25;4175.53
C000220;M000554;15/08/2023;5;2367.29
C000838;M000650;23/08/2024;27;6283.08
C000592;M000445;28/09/2024;14;837.99
C000093;M000660;11/01/2023;66;17094.09
C000525;M000567;01/11/2024;54;19327.68
C000142;M000112;10/12/2024;87;12267.93
C000791;M000237;26/06/2024;54;5716.09
C000221;M000602;05/12/2024;36;3375.06
C000745;M000207;14/01/2024;87;6843.55
C000549;M000327;14/03/2024;21;887.39
C000043;M000126;16/03/2024;8;1107.43
C000847;M000992;27/05/2024;92;26591.29
C000307;M000365;07/02/2023;49;10557.06
C000741;M000215;23/07/2024;33;10249.58
C000700;M000214;22/01/2023;53;3889.08
C000626;M000374;18/10/2024;52;1441.15
C000267;M000301;02/05/2024;62;20423.3
C000181;M000387;29/09/2024;74;17980.49
C000080;M000607;11/12/2024;20;8279.63
C000684;M000084;05/07/2023;51;21015.84
C000032;M000433;19/04/2023;13;3863.6
C000309;M000339;06/11/2024;7;2214.22
C000523;M000373;08/11/2024;76;27602.06
C000730;M000717;26/06/2023;92;17676.33
C000302;M000488;24/04/2024;24;11555.45
C000543;M000449;18/06/2023;13;1649.33
C000931;M000036;27/01/2024;26;7487.21
C000795;M000637;20/01/2023;28;7496.6
C000258;M000354;17/08/2023;100;29979.87
C000014;M000796;03/12/2024;7;201.03
C000131;M000637;09/08/2023;16;973.97
C000459;M000045;28/04/2023;13;821.07
C000144;M000650;30/08/2023;59;1140.6
C000496;M000663;29/10/2023;19;5320.83
C000971;M000056;16/09/2024;52;3230.92
C000232;M000842;07/08/2024;17;3073.54
C000603;M000791;13/02/2024;99;19165.62
C000712;M000241;09/10/2024;99;24528.3
C000855;M000047;03/04/2023;34;13408.5
C000149;M000255;26/01/2023;40;13589.36
C000837;M000392;17/06/2023;49;4477.78
C000807;M000187;10/06/2023;65;11304.68
C000656;M000041;16/12/2024;24;9380.41
C000473;M000669;26/06/2023;76;37804.01
C000416;M000030;19/10/2023;99;6469.2
C000291;M000853;05/07/2023;69;31734.68
C000228;M000584;08/02/2024;27;6896.47
C000977;M000828;10/10/2024;16;3907.87
C000658;M000922;14/10/2023;50;16046.76
C000838;M000809;02/01/2023;7;1848.68
C000856;M000659;05/12/2024;7;1710.8
C000525;M000752;18/04/2023;9;3189.52
C000034;M000234;01/07/2023;57;25133.28
C000129;M000960;03/02/2023;50;12570.59
C000666;M000564;30/11/2024;79;10247.39
C000357;M000169;10/11/2024;98;18870.86
C000404;M000779;19/03/2023;99;30028.49
C000349;M000855;01/10/2023;16;4078.93
C000572;M000520;22/11/2023;20;4500.84
C000341;M000498;26/11/2024;13;5084.5
C000386;M000305;05/07/2023;48;23940.37
C000799;M000264;10/03/2023;66;732.27
C000222;M000256;22/07/2023;91;27750.61
C000389;M000956;26/07/2024;11;4596.04
C000642;M000095;20/08/2024;79;36475.06
C000291;M000375;25/03/2024;70;31209.58
C000844;M000687;30/11/2023;11;3417.83
C000397;M000900;10/02/2023;92;8564.55
C000043;M000878;29/11/2024;92;7974.32
C000227;M000334;07/09/2024;40;4511.03
C000661;M000434;26/03/2024;29;14191.78
C000211;M000864;14/11/2023;44;13656.38
C000535;M000363;08/02/2024;80;21375.56
C000345;M000788;06/06/2024;77;37895.91
C000033;M000521;10/12/2023;92;32440.35
C000052;M000755;08/01/2023;50;13043.54
C000590;M000254;05/06/2024;99;42407.56
C000414;M000083;20/10/2024;56;8875.32
C000615;M000211;24/12/2024;94;35199.66
C000748;M000912;16/09/2024;21;6431.32
C000461;M000948;15/12/2023;60;18423.16
C000766;M000017;19/07/2024;53;9511.82
C000369;M000751;07/11/2024;18;742.93
C000708;M000456;05/03/2024;33;14596.58
C000318;M000186;19/05/2023;73;23621.36
C000945;M000758;07/05/2023;58;20105.59
C000293;M000651;16/10/2023;10;280.51
C000593;M000448;15/02/2023;74;24027.06
C000227;M000777;23/10/2023;86;10163.65
C000860;M000264;22/01/2023;59;16574.13
C000679;M000539;02/05/2023;98;36882.87
C000831;M000236;09/12/2023;42;15120.77
C000359;M000689;17/03/2023;87;42745.96
C000847;M000158;30/01/2024;66;15965.21
C000163;M000243;05/07/2024;49;2990.1
C000903;M000312;03/10/2024;87;5191.9
C000750;M000177;16/03/2024;93;39397.41
C000260;M000925;14/12/2023;23;3596.96
C000992;M000946;21/11/2024;54;13845.99
C000160;M000931;05/03/2023;4;1524.93
C000312;M000918;27/07/2023;10;1425.38
C000962;M000578;17/01/2023;64;9932.15
C000997;M000594;24/12/2023;36;15769.89
C000233;M000214;06/10/2023;83;41249.31
C000620;M000598;24/09/2023;21;9260.52
C000017;M000220;06/08/2024;20;9866.79
C000495;M000506;08/01/2024;81;29535.88
C000081;M000500;14/07/2023;57;11853.97
C000888;M000795;06/11/2024;74;29438.78
C000830;M000015;22/11/2024;49;7836.83
C000032;M000805;25/12/2024;78;21386.4
C000258;M000439;14/01/2023;44;17535.85
C000623;M000609;14/10/2023;80;1238.94
C000621;M000148;13/01/2023;79;18755.26
C000986;M000452;09/12/2024;3;41.87
C000748;M000885;16/03/2023;46;5861.91
C000353;M000326;15/09/2024;8;1332.2
C000892;M000481;14/12/2023;8;3720.48
C000375;M000101;11/04/2023;69;15139.27
C000426;M000378;23/04/2024;64;15541.07
C000990;M000309;11/08/2023;35;8358.74
C000547;M000552;28/01/2023;11;1359.55
C000346;M000522;20/09/2023;61;17791.31
C000648;M000076;30/07/2024;100;33614.79
C000282;M000153;10/10/2023;58;18331.17
C000461;M000316;24/12/2024;65;11087.19
C000340;M000232;31/01/2024;33;14592.47
C000717;M000714;17/01/2024;25;5994.49
C000503;M000649;18/12/2024;72;2843.36
C000008;M000626;06/08/2024;12;4786.42
C000244;M000140;20/07/2024;46;14292.3
C000118;M000564;16/01/2024;49;4180.84
C000517;M000163;25/08/2023;49;4919.34
C000787;M000394;10/04/2023;6;178.96
C000521;M000960;01/08/2024;23;9751.01
C000204;M000288;03/08/2023;14;6656.41
C000158;M000702;25/02/2023;8;2907.03
C000132;M000397;17/12/2023;73;29665.69
C000555;M000222;11/06/2023;45;7246.23
C000477;M000790;14/11/2023;28;13996.41
C000384;M000897;08/07/2023;41;14636.25
C000067;M000920;25/06/2024;54;1020.11
C000321;M000322;05/07/2023;25;4903.47
C000506;M000147;04/08/2023;98;31458.04
C000075;M000050;23/04/2023;84;32329.66
C000189;M000943;02/07/2024;55;20733.89
C000039;M000490;16/10/2023;55;4716.44
C000202;M000156;27/01/2023;45;11848.5
C000315;M000309;04/06/2024;23;2661.37
C000372;M000480;16/03/2024;2;860.57
C000083;M000510;22/11/2023;90;13872.25
C000188;M000984;23/05/2023;47;5700.23
C000352;M000210;09/06/2023;99;29426.94
C000797;M000220;21/01/2023;40;10861.6
C000248;M000970;10/01/2024;23;10071.97
C000751;M000129;12/05/2023;79;16260.15
C000817;M000396;23/12/2024;45;16146.92
C000987;M000941;15/09/2023;44;11555.48
C000242;M000432;23/06/2023;14;2268.14
C000645;M000877;06/12/2024;18;6135.32
C000017;M000551;31/12/2024;96;4315.74
C000618;M000481;26/07/2024;16;471.23
C000298;M000014;07/07/2024;87;7212.17
C000075;M000403;07/04/2023;27;12115.21
C000184;M000107;15/06/2024;48;19222.13
C000111;M000152;15/10/2024;13;1500.72
C000520;M000509;30/12/2024;93;44125.62
C000404;M000832;18/12/2024;61;25068.07
C000332;M000208;30/10/2023;24;5981.74
C000161;M000575;10/08/2023;44;12315.53
C000359;M000755;23/01/2023;94;3686.72
C000379;M000743;08/12/2023;74;19463.95
C000820;M000011;15/08/2024;8;3267.29
C000616;M000635;15/06/2023;29;4450.48
C000802;M000565;02/02/2024;8;2469.25
C000865;M000671;04/11/2023;14;129.9
C000074;M000147;11/09/2024;53;17634.59
C000369;M000259;10/10/2024;97;46312.16
C000395;M000091;12/07/2023;36;16274.93
C000636;M000733;22/04/2023;54;15724.55
C000775;M000687;21/01/2023;23;9183.02
C000392;M000035;19/02/2023;52;16618.88
C000315;M000548;28/10/2023;63;19240.45
C000691;M000016;05/08/2023;69;16285.8
C000674;M000135;06/07/2023;34;10339.24
C000715;M000915;24/04/2024;92;2300.12
C000939;M000755;07/05/2023;95;29017.71
C000971;M000856;08/02/2023;94;39634.97
C000551;M000027;08/10/2024;3;166.78
C000682;M000915;23/07/2024;3;1473.62
C000051;M000741;15/03/2024;30;10667.73
C000980;M000745;23/09/2023;41;15412.58
C000361;M000866;05/09/2023;42;8405.52
C000637;M000547;21/05/2024;64;28907.52
C000791;M000054;05/09/2023;93;3782.34
C000007;M000443;08/08/2023;82;20644.07
C000997;M000858;15/05/2023;4;1081.14
C000113;M000390;07/07/2023;15;7338.58
C000579;M000443;13/06/2023;100;31911.07
C000513;M000327;01/04/2023;50;9140.59
C000262;M000217;11/07/2024;61;22756.23
C000570;M000518;25/06/2024;36;16315.11
C000293;M000800;05/09/2024;97;4916.7
C000221;M000379;30/08/2023;43;9087.27
C000734;M000787;26/08/2024;58;11877.54
C000606;M000767;08/10/2024;25;12242.12
C000385;M000306;26/06/2023;44;6365.94
C000026;M000915;07/12/2024;91;22387.73
C000687;M000378;19/12/2024;87;34631.99
C000985;M000380;16/09/2023;51;7997.46
C000937;M000147;31/10/2024;44;14448.72
C000699;M000751;28/10/2023;26;202.6
C000529;M000467;26/06/2024;50;7172.63
C000579;M000847;19/07/2023;8;1751.42
C000493;M000841;02/10/2023;52;23309.93
C000820;M000035;25/12/2023;26;6360.04
C000115;M000141;29/04/2024;5;443.08
C000569;M000059;05/04/2023;17;5540.95
C000419;M000920;13/08/2024;85;41363.37
C000189;M000878;08/04/2023;58;2012.88
C000872;M000772;21/08/2023;5;1153.55
C000745;M000464;21/03/2024;34;14461.7
C000266;M000170;18/02/2023;80;23554.39
C000821;M000989;27/02/2023;62;11087.93
C000093;M000647;31/12/2023;65;24656.0
C000566;M000666;26/12/2023;66;29199.45
C000077;M000739;05/06/2024;44;2704.47
C000366;M000359;28/06/2023;52;413.47
C000453;M000609;27/07/2024;85;29889.34
C000548;M000659;23/03/2024;65;29491.86
C000249;M000966;02/12/2024;83;4280.98
C000181;M000468;07/06/2023;11;1002.24
C000256;M000636;08/09/2024;58;14820.29
C000764;M000915;10/03/2023;56;19681.37
C000699;M000406;14/05/2023;99;12436.67
C000159;M000554;19/04/2023;20;8012.2
C000297;M000901;21/08/2023;79;31254.11
C000557;M000680;25/01/2023;12;2278.35
C000293;M000684;08/10/2023;17;408.93
C000657;M000267;20/10/2023;93;2941.52
C000101;M000577;26/09/2024;23;4957.1
C000965;M000243;31/01/2024;34;7011.18
C000502;M000918;06/03/2024;26;6074.26
C000685;M000147;09/10/2023;99;41041.56
C000576;M000627;10/01/2023;42;469.96
C000124;M000849;23/06/2024;43;5890.6
C000179;M000504;21/12/2024;51;1565.97
C000960;M000645;08/03/2024;27;7687.88
C000633;M000251;03/03/2024;92;45187.23
C000182;M000997;13/07/2024;60;7747.63
C000925;M000295;05/11/2023;88;33854.56
C000468;M000305;21/06/2023;47;16919.17
C000799;M000145;07/04/2024;16;5435.2
C000421;M000344;30/10/2023;92;33849.27
C000113;M000753;08/09/2024;19;8880.21
C000092;M000543;16/01/2024;38;1097.93
C000990;M000567;15/03/2024;11;4261.58
C000791;M000295;05/11/2024;89;39494.63
C000031;M000959;23/05/2023;9;2210.08
C000388;M000318;26/12/2023;85;8155.13
C000303;M000483;03/07/2023;37;16893.41
C000458;M000537;09/09/2024;45;1247.12
C000755;M000429;11/10/2024;92;19648.16
C000897;M000443;25/10/2024;75;34026.82
C000023;M000341;01/12/2024;25;9188.51
C000941;M000309;12/03/2024;5;1718.92
C000770;M000342;05/11/2023;17;7125.21
C000137;M000621;26/09/2023;20;6939.02
C000073;M000386;10/09/2024;12;4396.52
C000477;M000478;24/01/2023;23;3135.33
C000748;M000740;16/05/2024;75;26826.84
C000915;M000294;23/07/2024;31;11670.84
C000655;M000456;25/08/2024;16;6950.63
C000601;M000478;13/09/2023;18;4430.34
C000170;M000621;04/01/2024;71;13301.17
C000788;M000359;22/10/2024;22;1992.07
C000433;M000165;11/09/2024;41;278.75
C000612;M000950;05/08/2023;81;22247.2
C000835;M000168;21/02/2023;70;5094.4
C000971;M000448;02/04/2024;54;21132.55
C000791;M000056;30/06/2023;45;4336.66
C000430;M000666;25/12/2024;96;8332.05
C000021;M000508;15/02/2023;10;3069.62
C000289;M000575;08/05/2024;18;741.92
C000739;M000818;17/01/2024;11;1693.54
C000224;M000424;28/09/2023;50;22904.35
C000955;M000884;30/01/2023;70;22594.44
C000120;M000227;10/03/2023;79;28747.38
C000604;M000611;17/04/2023;89;37689.88
C000153;M000254;23/03/2024;20;506.29
C000190;M000303;14/10/2023;12;5143.82
C000716;M000046;08/03/2023;73;25674.13
C000272;M000118;07/03/2023;45;14849.98
C000414;M000623;13/09/2023;5;1380.74
C000368;M000743;09/02/2023;79;7070.51
C000880;M000578;21/01/2024;17;6603.18
C000108;M000642;02/07/2024;90;36028.47
C000836;M000575;11/03/2023;96;18191.98
C000972;M000932;29/09/2024;92;20726.93
C000133;M000299;24/12/2023;74;7626.0
C000866;M000015;08/12/2024;58;25754.92
C000466;M000739;19/07/2023;7;747.04
C000426;M000735;23/04/2024;50;14431.67
C000396;M000987;12/06/2024;29;5236.79
C000396;M000285;17/08/2024;42;14738.79
C000733;M000922;11/06/2024;70;16284.54
C000668;M000573;19/06/2024;82;12180.63
C000181;M000090;03/01/2023;16;5214.39
C000543;M000220;26/07/2024;13;112.07
C000792;M000482;24/06/2024;69;19062.49
C000508;M000784;25/06/2023;30;9097.11
C000908;M000880;24/02/2024;22;9873.71
C000861;M000166;01/11/2024;10;4430.49
C000376;M000622;15/03/2024;6;1731.22
C000736;M000711;07/07/2024;81;20138.36
C000389;M000268;15/05/2024;41;6499.47
C000543;M000678;09/08/2024;65;533.56
C000261;M000354;16/11/2024;17;1149.08
C000908;M000759;24/11/2024;46;20059.1
C000732;M000423;14/12/2024;96;2177.25
C000216;M000309;29/12/2023;45;14985.11
C000350;M000659;24/12/2023;29;10650.88
C000723;M000380;03/02/2023;58;7942.62
C000415;M000596;27/05/2024;88;35959.76
C000839;M000940;18/01/2023;77;30928.14
C000374;M000329;13/06/2024;56;26749.23
C000455;M000825;01/04/2024;69;23863.13
C000077;M000331;05/08/2024;14;6564.53
C000923;M000186;08/11/2023;87;12337.37
C000855;M000737;09/07/2024;67;11642.77
C000954;M000446;14/10/2023;17;1183.07
C000567;M000031;24/08/2024;62;21461.07
C000963;M000872;28/05/2024;84;13016.85
C000806;M000112;27/05/2024;93;39376.94
C000617;M000005;22/08/2024;11;281.93
C000697;M000521;28/12/2024;10;1403.64
C000988;M000489;04/05/2024;59;11366.13
C000009;M000987;21/05/2024;69;15960.38
C000966;M000130;14/09/2024;41;19149.17
C000741;M000219;27/05/2023;92;21460.97
C000531;M000647;06/09/2024;65;20635.06
C000441;M000597;18/01/2024;57;24868.44
C000176;M000922;20/12/2024;48;751.67
C000986;M000754;05/09/2024;91;30958.87
C000398;M000014;30/04/2024;34;5375.93
C000028;M000671;26/04/2023;51;12961.26
C000070;M000367;07/10/2023;67;11053.81
C000034;M000067;02/12/2024;90;25544.02
C000737;M000774;12/09/2024;4;951.32
C000650;M000480;03/10/2024;33;11060.28
C000648;M000221;06/01/2024;16;1734.3
C000436;M000597;22/06/2023;6;2875.0
C000059;M000907;15/05/2023;78;38763.6
C000623;M000873;10/05/2024;57;22891.58
C000009;M000273;27/08/2024;33;851.7
C000895;M000780;15/05/2023;42;4763.62
C000656;M000083;21/01/2023;8;294.75
C000053;M000703;16/07/2023;59;1226.79
C000123;M000494;06/10/2024;95;5865.51
C000234;M000409;30/08/2024;23;2066.18
C000729;M000241;12/03/2024;64;19750.29
C000366;M000570;23/09/2024;94;32826.94
C000902;M000919;20/07/2024;57;25222.9
C000810;M000990;30/01/2024;28;8442.17
C000086;M000274;08/10/2024;24;5128.93
C000640;M000790;26/05/2024;21;7095.16
C000382;M000143;21/04/2024;94;10394.84
C000910;M000278;21/08/2024;90;29988.3
C000236;M000381;12/11/2024;3;786.99
C000733;M000420;15/11/2023;59;19788.72
C000854;M000111;27/05/2023;28;13249.99
C000739;M000962;23/06/2023;53;8127.82
C000492;M000498;23/01/2024;9;3818.32
C000537;M000627;20/01/2023;46;22466.8
C000933;M000143;03/03/2023;94;2975.81
C000709;M000918;22/09/2023;47;1374.86
C000562;M000292;11/12/2024;81;34350.38
C000816;M000053;16/01/2024;18;5486.28
C000614;M000320;25/04/2024;55;19003.02
C000025;M000531;26/11/2023;8;3313.49
C000951;M000854;11/06/2023;49;5341.43
C000313;M000089;17/02/2024;24;4159.54
C000817;M000233;23/01/2024;97;23576.79
C000525;M000643;14/02/2023;32;15543.41
C000057;M000008;17/01/2023;52;23472.5
C000250;M000564;05/05/2023;57;16453.65
C000010;M000385;10/08/2024;6;1202.72
C000296;M000227;18/08/2023;75;26574.71
C000712;M000121;16/10/2023;49;4161.17
C000243;M000521;03/12/2024;38;10159.73
C000218;M000395;06/01/2024;43;11325.39
C000086;M000875;19/08/2024;23;3511.07
C000994;M000206;14/08/2024;74;775.2
C000451;M000474;20/10/2023;100;11915.94
C000296;M000754;25/07/2023;56;5416.08
C000733;M000670;23/03/2024;78;33886.01
C000979;M000205;01/10/2023;79;28420.28
C000796;M000341;29/02/2024;44;9765.38
C000980;M000469;17/04/2024;90;44343.61
C000411;M000335;12/03/2024;98;44903.64
C000446;M000721;14/09/2023;12;2696.73
C000411;M000147;13/08/2023;88;29333.59
C000951;M000840;11/03/2023;63;5339.44
C000969;M000447;26/05/2023;67;26574.75
C000531;M000589;04/01/2023;88;36227.82
C000558;M000233;03/11/2023;58;7954.89
C000084;M000567;03/12/2024;24;3405.99
C000458;M000977;29/05/2024;62;20474.17
C000312;M000543;22/02/2024;8;2965.17
C000368;M000847;02/03/2024;58;6801.91
C000986;M000882;11/12/2023;73;12941.0
C000908;M000325;20/01/2023;61;12234.59
C000895;M000361;23/06/2023;3;22.64
C000451;M000717;01/10/2024;51;8205.92
C000626;M000182;09/10/2024;17;2665.93
C000951;M000730;09/09/2023;35;4408.14
C000447;M000793;16/10/2024;81;14912.01
C000433;M000536;24/10/2024;4;103.42
C000245;M000330;15/02/2024;90;44139.54
C000978;M000583;07/09/2024;32;8394.13
C000718;M000686;22/01/2024;93;31237.29
C000395;M000471;19/09/2024;16;7283.41
C000063;M000508;21/08/2024;75;27871.88
C000328;M000376;17/07/2023;89;34357.82
C000813;M000999;13/05/2023;3;1304.52
C000459;M000031;23/06/2024;32;5173.63
C000279;M000557;07/09/2024;36;12142.87
C000730;M000865;24/08/2023;56;2724.38
C000320;M000310;05/01/2024;22;2799.43
C000194;M000068;05/02/2024;54;11968.6
C000781;M000373;07/02/2024;24;6319.55
C000201;M000898;09/03/2023;26;10133.08
C000131;M000556;26/06/2024;57;4266.67
C000783;M000530;12/09/2024;58;25309.07
C000053;M000802;10/11/2023;10;2246.64
C000045;M000862;21/09/2023;38;18281.19
C000137;M000349;15/09/2024;58;28651.5
C000520;M000758;28/04/2024;83;530.44
C000896;M000334;14/02/2023;13;595.8
C000416;M000537;26/01/2023;13;3869.44
C000143;M000138;10/01/2024;37;17015.39
C000152;M000541;09/12/2023;46;22299.83
C000493;M000412;28/01/2023;99;42535.69
C000481;M000255;16/06/2023;10;3400.37
C000270;M000759;09/09/2023;85;3892.76
C000026;M000849;20/04/2024;36;4114.37
C000362;M000421;26/07/2023;100;19870.67
C000451;M000753;27/10/2023;44;13946.89
C000827;M000301;15/11/2024;11;2155.41
C000836;M000004;24/10/2023;85;19598.57
C000581;M000039;04/05/2024;73;1541.23
C000949;M000922;12/05/2023;54;26412.37
C000632;M000442;29/04/2024;47;9135.7
C000590;M000955;17/09/2024;53;1266.4
C000802;M000234;10/08/2023;11;1035.84
C000373;M000649;18/05/2023;94;15051.47
C000886;M000491;07/11/2023;48;20675.08
C000586;M000144;06/09/2023;70;2550.89
C000964;M000352;26/12/2024;79;20672.8
C000868;M000173;14/08/2024;80;39466.66
C000697;M000925;13/05/2024;49;8967.29
C000771;M000546;02/11/2023;5;32.23
C000975;M000591;12/02/2024;30;6656.23
C000045;M000768;13/10/2024;48;771.19
C000726;M000749;20/11/2023;48;6792.18
C000239;M000665;17/11/2023;32;12159.1
C000887;M000789;29/12/2023;28;11858.36
C000037;M000179;31/05/2023;28;4508.7
C000472;M000534;12/10/2023;93;28771.57
C000624;M000795;24/07/2024;99;36634.98
C000548;M000802;08/12/2024;42;13175.67
C000771;M000523;20/03/2024;50;14287.3
C000983;M000363;27/11/2023;81;32482.07
C000685;M000172;03/08/2024;77;17090.49
C000096;M000599;06/06/2023;20;2281.78
C000061;M000672;24/03/2023;32;1049.99
C000905;M000573;24/07/2023;86;18027.52
C000344;M000029;30/10/2023;30;12642.32
C000863;M000682;10/02/2024;59;29135.9
C000668;M000286;25/01/2024;81;2841.15
C000135;M000276;27/04/2024;57;6151.37
C000981;M000500;19/09/2023;56;21853.75
C000965;M000293;27/01/2023;73;2545.91
C000773;M000370;28/02/2023;13;5104.7
C000531;M000358;21/01/2024;90;7904.48
C000092;M000934;28/08/2024;23;10177.38
C000540;M000327;05/04/2023;96;25582.62
C000497;M000526;04/06/2024;32;6359.72
C000052;M000208;15/04/2023;17;5007.05
C000664;M000191;22/11/2024;7;3089.07
C000767;M000101;27/12/2023;76;11745.56
C000251;M000846;28/04/2023;47;5880.05
C000117;M000973;03/03/2024;58;14905.13
C000863;M000859;13/03/2023;14;1702.7
C000774;M000708;16/07/2024;29;1878.03
C000197;M000672;20/05/2023;53;20463.67
C000735;M000798;04/06/2023;84;22389.36
C000754;M000150;07/02/2024;40;13649.36
C000817;M000910;01/02/2023;27;1169.21
C000156;M000007;14/10/2024;21;289.06
C000227;M000171;28/10/2023;68;12234.64
C000923;M000885;29/05/2024;76;30136.22
C000741;M000448;26/03/2023;52;23289.22
C000315;M000149;11/03/2023;61;14277.72
C000707;M000300;30/07/2023;88;5168.73
C000915;M000552;21/06/2023;91;5571.35
C000966;M000479;21/01/2024;94;44806.72
C000426;M000157;02/06/2023;26;4605.8
C000085;M000537;09/03/2024;90;33106.78
C000877;M000856;04/08/2024;25;11215.76
C000473;M000969;30/05/2023;97;18415.78
C000573;M000292;31/05/2023;90;11297.45
